YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,FLT_DEP_IFR_2,FLT_ARR_IFR_2,FLT_TOT_IFR_2
2022,1,JAN,1/1/2022,EGGD,Bristol,United Kingdom,44,41,85,44,41,85
2022,1,JAN,1/1/2022,EGGW,London - Luton,United Kingdom,110,105,215,110,103,213
2022,1,JAN,1/1/2022,EGHI,Southampton,United Kingdom,5,7,12,,,
2022,1,JAN,1/1/2022,EGKB,Biggin Hill,United Kingdom,16,15,31,,,
2022,1,JAN,1/1/2022,EGKK,London - Gatwick,United Kingdom,173,172,345,173,172,345
2022,1,JAN,1/1/2022,EGLC,London - City,United Kingdom,7,6,13,7,6,13
2022,1,JAN,1/1/2022,EGLF,Farnborough,United Kingdom,16,18,34,,,
2022,1,JAN,1/1/2022,EGLL,London - Heathrow,United Kingdom,372,366,738,371,365,736
2022,1,JAN,1/1/2022,EGNT,Newcastle,United Kingdom,9,12,21,9,12,21
2022,1,JAN,1/1/2022,EGNX,East Midlands,United Kingdom,13,15,28,,,
2022,1,JAN,1/1/2022,EGPD,Aberdeen,United Kingdom,9,9,18,9,9,18
2022,1,JAN,1/1/2022,EGPF,Glasgow,United Kingdom,29,30,59,33,34,67
2022,1,JAN,1/1/2022,EGPH,Edinburgh,United Kingdom,56,55,111,56,55,111
2022,1,JAN,1/1/2022,EGSS,London - Stansted,United Kingdom,160,165,325,160,165,325
2022,1,JAN,2/1/2022,LATI,Tirana,Albania,47,52,99,,,
2022,1,JAN,2/1/2022,UDYZ,Yerevan,Armenia,30,31,61,,,
2022,1,JAN,2/1/2022,LOWG,Graz,Austria,11,10,21,,,
2022,1,JAN,2/1/2022,LOWI,Innsbruck,Austria,63,66,129,,,
2022,1,JAN,2/1/2022,LOWK,Klagenfurt,Austria,3,3,6,,,
2022,1,JAN,2/1/2022,LOWL,Linz,Austria,6,5,11,,,
2022,1,JAN,2/1/2022,LOWS,Salzburg,Austria,60,56,116,,,
2022,1,JAN,2/1/2022,LOWW,Vienna,Austria,275,260,535,274,259,533
2022,1,JAN,2/1/2022,EBAW,Antwerp,Belgium,13,12,25,,,
2022,1,JAN,2/1/2022,EBBR,Brussels,Belgium,213,202,415,213,202,415
2022,1,JAN,2/1/2022,EBCI,Charleroi,Belgium,78,79,157,78,79,157
2022,1,JAN,2/1/2022,EBLG,LiÃ¨ge,Belgium,34,26,60,,,
2022,1,JAN,2/1/2022,EBOS,Ostend-Bruges,Belgium,7,9,16,,,
2022,1,JAN,2/1/2022,LQSA,Sarajevo,Bosnia and Herzegovina,3,0,3,,,
2022,1,JAN,2/1/2022,LBSF,Sofia,Bulgaria,89,96,185,89,96,185
2022,1,JAN,2/1/2022,LDZA,Zagreb,Croatia,51,48,99,50,47,97
2022,1,JAN,2/1/2022,LCLK,Larnaca,Cyprus,59,60,119,,,
2022,1,JAN,2/1/2022,LCPH,Paphos,Cyprus,28,27,55,,,
2022,1,JAN,2/1/2022,LKKV,Karlovy Vary,Czech Republic,2,3,5,,,
2022,1,JAN,2/1/2022,LKMT,Ostrava,Czech Republic,4,4,8,,,
2022,1,JAN,2/1/2022,LKPR,Prague,Czech Republic,153,153,306,150,150,300
2022,1,JAN,2/1/2022,LKTB,Brno-TuÅ™any,Czech Republic,4,6,10,,,
2022,1,JAN,2/1/2022,EKCH,Copenhagen - Kastrup,Denmark,259,240,499,259,241,500
2022,1,JAN,2/1/2022,EETN,Tallinn,Estonia,42,41,83,41,41,82
2022,1,JAN,2/1/2022,EFHK,Helsinki - Vantaa,Finland,179,176,355,179,176,355
2022,1,JAN,2/1/2022,LFBD,Bordeaux-MÃ©rignac,France,63,63,126,,,
2022,1,JAN,2/1/2022,LFBH,La Rochelle-Ile de RÃ©,France,1,1,2,,,
2022,1,JAN,2/1/2022,LFBI,Poitiers-Biard,France,1,1,2,,,
2022,1,JAN,2/1/2022,LFBL,Limoges-Bellegarde,France,6,7,13,,,
2022,1,JAN,2/1/2022,LFBO,Toulouse-Blagnac,France,93,90,183,91,88,179
2022,1,JAN,2/1/2022,LFBP,Pau-PyrÃ©nÃ©es,France,10,9,19,,,
2022,1,JAN,2/1/2022,LFBT,Tarbes-Lourdes PyrÃ©nÃ©es,France,6,4,10,,,
2022,1,JAN,2/1/2022,LFBZ,Biarritz-Bayonne-Anglet,France,20,18,38,,,
2022,1,JAN,2/1/2022,LFCR,Rodez-Marcillac,France,4,2,6,,,
2022,1,JAN,2/1/2022,LFGJ,DÃ´le-Tavaux,France,2,3,5,,,
2022,1,JAN,2/1/2022,LFJL,Metz-Nancy-Lorraine,France,1,0,1,,,
2022,1,JAN,2/1/2022,LFJR,Angers-MarcÃ©,France,2,2,4,,,
2022,1,JAN,2/1/2022,LFKB,Bastia-Poretta,France,22,22,44,,,
2022,1,JAN,2/1/2022,LFKC,Calvi-Sainte-Catherine,France,6,5,11,,,
2022,1,JAN,2/1/2022,LFKF,Figari-Sud Corse,France,9,8,17,,,
2022,1,JAN,2/1/2022,LFKJ,Ajaccio-NapolÃ©on-Bonaparte,France,25,27,52,,,
2022,1,JAN,2/1/2022,LFLB,ChambÃ©ry-Aix-les-Bains,France,36,35,71,,,
2022,1,JAN,2/1/2022,LFLC,Clermont-Ferrand-Auvergne,France,5,5,10,,,
2022,1,JAN,2/1/2022,LFLI,Annemasse,France,7,3,10,,,
2022,1,JAN,2/1/2022,LFLL,Lyon-Saint-ExupÃ©ry,France,132,138,270,132,142,274
2022,1,JAN,2/1/2022,LFLP,Annecy-Meythet,France,14,12,26,,,
2022,1,JAN,2/1/2022,LFLS,Grenoble-IsÃ¨re,France,29,32,61,,,
2022,1,JAN,2/1/2022,LFLX,ChÃ¢teauroux-DÃ©ols,France,3,2,5,,,
2022,1,JAN,2/1/2022,LFLY,Lyon-Bron,France,27,26,53,,,
2022,1,JAN,2/1/2022,LFMD,Cannes-Mandelieu,France,9,10,19,,,
2022,1,JAN,2/1/2022,LFMK,Carcassonne-Salvaza,France,4,4,8,,,
2022,1,JAN,2/1/2022,LFML,Marseille-Provence,France,95,91,186,95,91,186
2022,1,JAN,2/1/2022,LFMN,Nice-CÃ´te dâ€™Azur,France,183,179,362,183,176,359
2022,1,JAN,2/1/2022,LFMP,Perpignan-Rivesaltes,France,7,6,13,,,
2022,1,JAN,2/1/2022,LFMT,Montpellier-MÃ©diterranÃ©e,France,32,34,66,,,
2022,1,JAN,2/1/2022,LFMV,Avignon-Caumont,France,2,1,3,,,
2022,1,JAN,2/1/2022,LFOB,Beauvais-TillÃ©,France,41,41,82,,,
2022,1,JAN,2/1/2022,LFOK,ChÃ¢lons-Vatry,France,1,3,4,,,
2022,1,JAN,2/1/2022,LFOP,Rouen,France,6,5,11,,,
2022,1,JAN,2/1/2022,LFPB,Paris-Le Bourget,France,75,97,172,,,
2022,1,JAN,2/1/2022,LFPG,Paris-Charles-de-Gaulle,France,525,503,1028,524,500,1024
2022,1,JAN,2/1/2022,LFPN,Toussus-le-Noble,France,9,19,28,,,
2022,1,JAN,2/1/2022,LFPO,Paris-Orly,France,277,282,559,277,282,559
2022,1,JAN,2/1/2022,LFQQ,Lille-Lesquin,France,32,31,63,,,
2022,1,JAN,2/1/2022,LFRB,Brest-Bretagne,France,20,19,39,,,
2022,1,JAN,2/1/2022,LFRD,Dinard-Pleurtuit-Saint-Malo,France,0,2,2,,,
2022,1,JAN,2/1/2022,LFRG,Deauville-Normandie,France,2,2,4,,,
2022,1,JAN,2/1/2022,LFRH,Lorient-Lann BihouÃ©,France,0,0,0,,,
2022,1,JAN,2/1/2022,LFRK,Caen-Carpiquet,France,7,8,15,,,
2022,1,JAN,2/1/2022,LFRN,Rennes-Saint-Jacques,France,14,15,29,,,
2022,1,JAN,2/1/2022,LFRO,Lannion,France,1,1,2,,,
2022,1,JAN,2/1/2022,LFRQ,Quimper-Pluguffan,France,1,1,2,,,
2022,1,JAN,2/1/2022,LFRS,Nantes-Atlantique,France,71,67,138,,,
2022,1,JAN,2/1/2022,LFRZ,Saint-Nazaire-Montoir,France,1,0,1,,,
2022,1,JAN,2/1/2022,LFSB,BÃ¢le-Mulhouse,France,87,94,181,87,94,181
2022,1,JAN,2/1/2022,LFSL,Brive-Souillac,France,2,2,4,,,
2022,1,JAN,2/1/2022,LFST,Strasbourg-Entzheim,France,17,16,33,,,
2022,1,JAN,2/1/2022,LFTH,HyÃ¨res-Le Palyvestre,France,14,13,27,,,
2022,1,JAN,2/1/2022,LFTW,NÃ®mes-Garons,France,1,1,2,,,
2022,1,JAN,2/1/2022,UGTB,Tbilisi,Georgia,40,39,79,,,
2022,1,JAN,2/1/2022,EDDB,Berlin - Brandenburg,Germany,220,226,446,220,224,444
2022,1,JAN,2/1/2022,EDDC,Dresden,Germany,11,13,24,11,13,24
2022,1,JAN,2/1/2022,EDDE,Erfurt,Germany,2,1,3,2,2,4
2022,1,JAN,2/1/2022,EDDF,Frankfurt,Germany,495,485,980,495,485,980
2022,1,JAN,2/1/2022,EDDG,Muenster-Osnabrueck,Germany,10,9,19,12,9,21
2022,1,JAN,2/1/2022,EDDH,Hamburg,Germany,133,139,272,131,137,268
2022,1,JAN,2/1/2022,EDDK,Cologne-Bonn,Germany,95,114,209,92,114,206
2022,1,JAN,2/1/2022,EDDL,Dusseldorf,Germany,158,165,323,158,164,322
2022,1,JAN,2/1/2022,EDDM,Munich,Germany,339,333,672,339,333,672
2022,1,JAN,2/1/2022,EDDN,Nuremberg,Germany,28,31,59,29,30,59
2022,1,JAN,2/1/2022,EDDP,Leipzig-Halle,Germany,77,50,127,73,49,122
2022,1,JAN,2/1/2022,EDDR,Saarbruecken,Germany,4,5,9,3,4,7
2022,1,JAN,2/1/2022,EDDS,Stuttgart,Germany,80,82,162,81,79,160
2022,1,JAN,2/1/2022,EDDV,Hanover,Germany,39,41,80,38,39,77
2022,1,JAN,2/1/2022,EDDW,Bremen,Germany,20,18,38,20,18,38
2022,1,JAN,2/1/2022,LGAV,Athens,Greece,237,236,473,236,236,472
2022,1,JAN,2/1/2022,LGIR,Heraklion,Greece,16,17,33,,,
2022,1,JAN,2/1/2022,LGKF,Kefallinia,Greece,2,2,4,,,
2022,1,JAN,2/1/2022,LGKO,Kos,Greece,8,7,15,,,
2022,1,JAN,2/1/2022,LGKR,Corfu,Greece,5,5,10,,,
2022,1,JAN,2/1/2022,LGMK,Mikonos,Greece,3,3,6,,,
2022,1,JAN,2/1/2022,LGRP,Rodos,Greece,12,10,22,,,
2022,1,JAN,2/1/2022,LGSA,Khania - Souda,Greece,16,13,29,,,
2022,1,JAN,2/1/2022,LGSK,Skiathos,Greece,2,2,4,,,
2022,1,JAN,2/1/2022,LGSR,Santorini,Greece,8,8,16,,,
2022,1,JAN,2/1/2022,LGTS,Thessaloniki,Greece,62,62,124,,,
2022,1,JAN,2/1/2022,LGZA,Zakinthos,Greece,2,2,4,,,
2022,1,JAN,2/1/2022,LHBP,Budapest - Ferihegy,Hungary,133,137,270,133,136,269
2022,1,JAN,2/1/2022,EICK,Cork,Ireland,22,21,43,23,22,45
2022,1,JAN,2/1/2022,EIDL,Donegal,Ireland,3,3,6,,,
2022,1,JAN,2/1/2022,EIDW,Dublin,Ireland,250,247,497,250,247,497
2022,1,JAN,2/1/2022,EIKN,Connaught,Ireland,8,8,16,,,
2022,1,JAN,2/1/2022,EIKY,Kerry - Farranfore,Ireland,8,8,16,,,
2022,1,JAN,2/1/2022,EINN,Shannon,Ireland,16,17,33,,,
2022,1,JAN,2/1/2022,LLBG,Tel Aviv - Ben Gurion International,Israel,125,125,250,,,
2022,1,JAN,2/1/2022,LIBR,Brindisi,Italy,26,26,52,,,
2022,1,JAN,2/1/2022,LICC,Catania,Italy,94,95,189,94,95,189
2022,1,JAN,2/1/2022,LICJ,Palermo Falcone-Borsellino,Italy,78,77,155,,,
2022,1,JAN,2/1/2022,LIMC,Milan - Malpensa,Italy,231,227,458,230,227,457
2022,1,JAN,2/1/2022,LIME,Bergamo,Italy,124,118,242,124,118,242
2022,1,JAN,2/1/2022,LIMF,Torino Caselle,Italy,72,76,148,74,75,149
2022,1,JAN,2/1/2022,LIML,Milan - Linate,Italy,103,99,202,104,99,203
2022,1,JAN,2/1/2022,LIPE,Bologna,Italy,77,75,152,,,
2022,1,JAN,2/1/2022,LIPH,Treviso,Italy,18,19,37,,,
2022,1,JAN,2/1/2022,LIPZ,Venice,Italy,90,88,178,90,88,178
2022,1,JAN,2/1/2022,LIRA,Rome - Ciampino,Italy,40,41,81,,,
2022,1,JAN,2/1/2022,LIRF,Rome - Fiumicino,Italy,251,248,499,251,247,498
2022,1,JAN,2/1/2022,LIRN,Naples,Italy,105,105,210,105,105,210
2022,1,JAN,2/1/2022,LIRP,Pisa San Giusto,Italy,39,37,76,,,
2022,1,JAN,2/1/2022,EVRA,Riga,Latvia,89,86,175,89,79,168
2022,1,JAN,2/1/2022,EYKA,Kaunas,Lithuania,13,13,26,,,
2022,1,JAN,2/1/2022,EYPA,Palanga,Lithuania,5,5,10,,,
2022,1,JAN,2/1/2022,EYSA,Siauliai,Lithuania,0,0,0,,,
2022,1,JAN,2/1/2022,EYVI,Vilnius,Lithuania,47,53,100,,,
2022,1,JAN,2/1/2022,ELLX,Luxembourg,Luxembourg,99,111,210,97,110,207
2022,1,JAN,2/1/2022,LMML,Malta,Malta,61,61,122,61,61,122
2022,1,JAN,2/1/2022,LUKK,ChiÈ™inÄƒu,Moldova,36,31,67,,,
2022,1,JAN,2/1/2022,LYPG,Podgorica,Montenegro,13,12,25,,,
2022,1,JAN,2/1/2022,GMAD,Al Massira,Morocco,8,7,15,,,
2022,1,JAN,2/1/2022,GMFF,SaÃ¯ss,Morocco,1,1,2,,,
2022,1,JAN,2/1/2022,GMME,Rabat-SalÃ©,Morocco,3,4,7,,,
2022,1,JAN,2/1/2022,GMMN,Mohammed V International,Morocco,35,32,67,,,
2022,1,JAN,2/1/2022,GMMX,Menara,Morocco,10,8,18,,,
2022,1,JAN,2/1/2022,GMTT,Ibn Batouta,Morocco,4,2,6,,,
2022,1,JAN,2/1/2022,EHAM,Amsterdam - Schiphol,Netherlands,551,560,1111,549,560,1109
2022,1,JAN,2/1/2022,EHBK,Maastricht-Aachen,Netherlands,7,10,17,,,
2022,1,JAN,2/1/2022,EHGG,Groningen,Netherlands,2,3,5,,,
2022,1,JAN,2/1/2022,EHLE,Lelystad,Netherlands,2,1,3,,,
2022,1,JAN,2/1/2022,EHRD,Rotterdam,Netherlands,19,20,39,,,
2022,1,JAN,2/1/2022,ENAL,Alesund,Norway,18,20,38,,,
2022,1,JAN,2/1/2022,ENAN,Andenes,Norway,2,3,5,,,
2022,1,JAN,2/1/2022,ENAT,Alta,Norway,10,12,22,,,
2022,1,JAN,2/1/2022,ENBL,Forde Bringeland,Norway,1,1,2,,,
2022,1,JAN,2/1/2022,ENBN,Bronnoysund Bronnoy,Norway,3,4,7,,,
2022,1,JAN,2/1/2022,ENBO,BodÃ¸,Norway,39,39,78,,,
2022,1,JAN,2/1/2022,ENBR,Bergen,Norway,109,112,221,,,
2022,1,JAN,2/1/2022,ENBS,Batsfjord,Norway,2,2,4,,,
2022,1,JAN,2/1/2022,ENBV,BerlevÃ¥g,Norway,1,1,2,,,
2022,1,JAN,2/1/2022,ENCN,Kristiansand Kjevik,Norway,14,13,27,,,
2022,1,JAN,2/1/2022,ENDU,Bardufoss,Norway,3,4,7,,,
2022,1,JAN,2/1/2022,ENEV,Harstad - Narvik Evenes,Norway,12,14,26,,,
2022,1,JAN,2/1/2022,ENFL,FlorÃ¸,Norway,4,5,9,,,
2022,1,JAN,2/1/2022,ENGM,Oslo - Gardermoen,Norway,280,265,545,281,266,547
2022,1,JAN,2/1/2022,ENHD,Haugesund,Norway,10,10,20,,,
2022,1,JAN,2/1/2022,ENHF,Hammerfest,Norway,9,9,18,,,
2022,1,JAN,2/1/2022,ENHV,HonningsvÃ¥g Valan,Norway,2,2,4,,,
2022,1,JAN,2/1/2022,ENKB,Kristiansund Kvernberget,Norway,4,3,7,,,
2022,1,JAN,2/1/2022,ENKR,Kirkenes HÃ¸ybuktmoen,Norway,7,8,15,,,
2022,1,JAN,2/1/2022,ENLK,Leknes,Norway,4,4,8,,,
2022,1,JAN,2/1/2022,ENMH,Mehamn,Norway,3,3,6,,,
2022,1,JAN,2/1/2022,ENML,Molde Ã…rÃ¸,Norway,7,7,14,,,
2022,1,JAN,2/1/2022,ENMS,MosjÃ¸en KjÃ¦rstad,Norway,8,8,16,,,
2022,1,JAN,2/1/2022,ENNA,Lakselv Banak,Norway,1,2,3,,,
2022,1,JAN,2/1/2022,ENNM,Namsos HÃ¸knesÃ¸ra,Norway,2,2,4,,,
2022,1,JAN,2/1/2022,ENOV,OrstaÂ¿Volda Hovden,Norway,3,5,8,,,
2022,1,JAN,2/1/2022,ENRA,Mo i Rana RÃ¸ssvoll,Norway,5,6,11,,,
2022,1,JAN,2/1/2022,ENRM,Rorvik Ryum,Norway,3,3,6,,,
2022,1,JAN,2/1/2022,ENRO,Roros,Norway,2,2,4,,,
2022,1,JAN,2/1/2022,ENRS,Rost,Norway,1,1,2,,,
2022,1,JAN,2/1/2022,ENSB,Svalbard Longyear,Norway,2,2,4,,,
2022,1,JAN,2/1/2022,ENSD,Sandane  Anda,Norway,1,1,2,,,
2022,1,JAN,2/1/2022,ENSG,Sogndal HaukÃ¥sen,Norway,3,3,6,,,
2022,1,JAN,2/1/2022,ENSH,SvolvÃ¦r Helle,Norway,2,2,4,,,
2022,1,JAN,2/1/2022,ENSK,Stokmarknes Skagen,Norway,5,5,10,,,
2022,1,JAN,2/1/2022,ENSR,Sorkjosen,Norway,2,2,4,,,
2022,1,JAN,2/1/2022,ENSS,VardÃ¸ Svartnes,Norway,2,2,4,,,
2022,1,JAN,2/1/2022,ENST,SandnessjÃ¸en Stokka,Norway,0,0,0,,,
2022,1,JAN,2/1/2022,ENTC,TromsÃ¸,Norway,53,52,105,,,
2022,1,JAN,2/1/2022,ENVA,Trondheim,Norway,68,74,142,,,
2022,1,JAN,2/1/2022,ENVD,VadsÃ¸,Norway,3,4,7,,,
2022,1,JAN,2/1/2022,ENVR,VÃ¦rÃ¸y,Norway,1,1,2,,,
2022,1,JAN,2/1/2022,ENZV,Stavanger,Norway,63,62,125,,,
2022,1,JAN,2/1/2022,EPBY,Bydgoszcz,Poland,5,6,11,,,
2022,1,JAN,2/1/2022,EPGD,Gdansk,Poland,50,54,104,,,
2022,1,JAN,2/1/2022,EPKK,Krakow - Balice,Poland,83,84,167,,,
2022,1,JAN,2/1/2022,EPKT,Katowice - Pyrzowice,Poland,39,40,79,,,
2022,1,JAN,2/1/2022,EPLB,Lublin,Poland,2,3,5,,,
2022,1,JAN,2/1/2022,EPLL,Lodz - Lublinek,Poland,2,3,5,,,
2022,1,JAN,2/1/2022,EPMO,Warszawa - Modlin,Poland,35,35,70,,,
2022,1,JAN,2/1/2022,EPPO,Poznan - Lawica,Poland,22,24,46,,,
2022,1,JAN,2/1/2022,EPRZ,Rzeszow - Jasionka,Poland,9,10,19,,,
2022,1,JAN,2/1/2022,EPSC,Szczecin - GoleniÃ³w,Poland,6,7,13,,,
2022,1,JAN,2/1/2022,EPSY,Olsztyn-Mazury,Poland,2,2,4,,,
2022,1,JAN,2/1/2022,EPWA,Warszawa - Chopina,Poland,183,163,346,183,163,346
2022,1,JAN,2/1/2022,EPWR,Wroclaw - Strachowice,Poland,32,29,61,,,
2022,1,JAN,2/1/2022,EPZG,Zielona Gora - Babimost,Poland,0,1,1,,,
2022,1,JAN,2/1/2022,LPAZ,Santa Maria,Portugal,5,5,10,,,
2022,1,JAN,2/1/2022,LPCS,Cascais,Portugal,8,6,14,,,
2022,1,JAN,2/1/2022,LPFL,Flores,Portugal,1,1,2,,,
2022,1,JAN,2/1/2022,LPFR,Faro,Portugal,49,47,96,49,47,96
2022,1,JAN,2/1/2022,LPHR,Horta,Portugal,8,8,16,,,
2022,1,JAN,2/1/2022,LPMA,Madeira,Portugal,52,47,99,,,
2022,1,JAN,2/1/2022,LPPD,Ponta Delgada,Portugal,30,30,60,,,
2022,1,JAN,2/1/2022,LPPR,Porto,Portugal,122,125,247,123,126,249
2022,1,JAN,2/1/2022,LPPS,Porto Santo,Portugal,4,4,8,,,
2022,1,JAN,2/1/2022,LPPT,Lisbon,Portugal,260,255,515,256,255,511
2022,1,JAN,2/1/2022,LWSK,Skopje,Republic of North Macedonia,23,21,44,,,
2022,1,JAN,2/1/2022,LRBS,Bucharest - BÄƒneasa,Romania,2,1,3,,,
2022,1,JAN,2/1/2022,LROP,Bucharest - Otopeni,Romania,129,132,261,127,132,259
2022,1,JAN,2/1/2022,LYBE,Belgrade - Nikola Tesla,Serbia,100,89,189,,,
2022,1,JAN,2/1/2022,LZIB,Bratislava,Slovakia,18,18,36,18,18,36
2022,1,JAN,2/1/2022,LJLJ,Ljubljana,Slovenia,17,20,37,20,22,42
2022,1,JAN,2/1/2022,LJMB,Maribor,Slovenia,2,1,3,,,
2022,1,JAN,2/1/2022,GCFV,Fuerteventura,Spain,85,85,170,85,83,168
2022,1,JAN,2/1/2022,GCGM,La Gomera,Spain,3,3,6,,,
2022,1,JAN,2/1/2022,GCHI,Hierro,Spain,7,7,14,,,
2022,1,JAN,2/1/2022,GCLA,La Palma,Spain,22,23,45,,,
2022,1,JAN,2/1/2022,GCLP,Gran Canaria,Spain,183,180,363,183,172,355
2022,1,JAN,2/1/2022,GCRR,Lanzarote,Spain,93,93,186,93,93,186
2022,1,JAN,2/1/2022,GCTS,Tenerife Sur - Reina Sofia,Spain,135,136,271,136,132,268
2022,1,JAN,2/1/2022,GCXO,Tenerife North,Spain,87,86,173,87,83,170
2022,1,JAN,2/1/2022,GEML,Melilla,Spain,13,12,25,,,
2022,1,JAN,2/1/2022,LEAL,Alicante,Spain,104,100,204,103,100,203
2022,1,JAN,2/1/2022,LEAM,Almeria,Spain,4,4,8,,,
2022,1,JAN,2/1/2022,LEAS,Asturias,Spain,18,18,36,,,
2022,1,JAN,2/1/2022,LEBB,Bilbao,Spain,56,58,114,56,58,114
